participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
P20,60,58,58,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?",What cognitive strategies do judges use when making pairwise comparisons?
P20,29,100,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
P20,23,36,23,What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?,Is the first half of a judge's comparisons similar to their second half?
P20,31,65,31,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
P20,75,85,75,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?","How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?"
P20,44,66,66,How can we model changes in CJ scores over time?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P20,26,36,26,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?",Is the first half of a judge's comparisons similar to their second half?
P20,35,30,30,"Do judges learn anything while making CJ? If so, what and how?","Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
P20,102,51,102,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?","How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P20,50,92,50,How to model socially desirable responding and faking in CJs statistically?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
P20,14,75,14,Can we identify clusters of judges who appear to agree with each other more so than other judges?,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
P20,74,35,74,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?","Do judges learn anything while making CJ? If so, what and how?"
P20,26,109,109,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?",To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
P20,8,65,65,How can two objects be determined to have significantly different parameter estimates?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
P20,114,41,41,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
P20,14,32,32,Can we identify clusters of judges who appear to agree with each other more so than other judges?,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?
P20,38,48,48,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?",What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
P20,72,95,95,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
P20,67,52,52,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P20,57,105,105,Could CJ be used as a professional development tool?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
P20,21,113,21,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
P20,36,110,110,Is the first half of a judge's comparisons similar to their second half?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
P20,84,25,84,How can CJ generate meaningful actionable individual feedback for students?,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
P20,49,103,103,What are best algorithms for scoring CJs in operational settings?,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
P20,33,73,33,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?","Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?"
P20,17,7,17,Should judge diversity be accounted for when designing CJ studies?,Should there be agreed standards about what is reported when a study has used a comparative judgement method?
P20,113,47,47,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
P20,41,108,41,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
P21,11,52,11,What is the most principled way to link or equate scales across separate comparative judgement exercises?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P21,81,77,81,To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?"
P21,17,94,17,Should judge diversity be accounted for when designing CJ studies?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
P21,27,74,74,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P21,104,89,104,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?",In what ways can we quantify departures from Plackett-Luce likelihood functions?
P21,104,74,104,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P21,8,99,8,How can two objects be determined to have significantly different parameter estimates?,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
P21,75,38,38,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?","How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P21,87,35,35,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,"Do judges learn anything while making CJ? If so, what and how?"
P21,46,38,46,How do we get comparative judgement to be more accepted in a variety of disciplines?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P21,61,78,61,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
P21,10,21,10,"To what extent can comparative judgement outcomes generated by different panels of judges, who judge the same items against different properties, be validly synthesised into a single overall score?","How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P21,103,65,65,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
P21,100,7,7,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?",Should there be agreed standards about what is reported when a study has used a comparative judgement method?
P21,77,75,75,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?","What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
P21,33,66,33,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?","Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P21,39,113,39,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
P21,74,33,33,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?","Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?"
P21,25,11,25,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?,What is the most principled way to link or equate scales across separate comparative judgement exercises?
P21,104,14,14,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?",Can we identify clusters of judges who appear to agree with each other more so than other judges?
P21,63,111,111,How can we identify latent groups or clusters of items through comparative judgement data?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P21,91,71,71,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?,How can we assess the quality of a fitted model in a principled Bayesian framework?
P21,37,12,37,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",Topping up: Is there a principled way to integrate existing judgement data into further research (e.g. adding new items and a small number of new judgements to an existing dataset)?
P21,13,106,13,"Does judge expertise significantly affect consistency, scale location, and feature sensitivity?",Can some of Thurstone's Law (case V) assumptions be empirically tested?
P21,42,82,42,What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?,What is the optimal way to do pair selection for CJ?
P21,59,17,17,What impact does the length of stimuli have on judgements?,Should judge diversity be accounted for when designing CJ studies?
P21,74,1,74,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?",How can we identify and distinguish between reliable and unreliable judges?
P21,106,38,38,Can some of Thurstone's Law (case V) assumptions be empirically tested?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P21,96,58,96,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?",What cognitive strategies do judges use when making pairwise comparisons?
P21,91,14,14,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?,Can we identify clusters of judges who appear to agree with each other more so than other judges?
P21,76,65,76,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?","Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
P21,77,74,74,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P21,55,61,55,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?",How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
P21,43,86,43,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P21,19,52,19,What is the best way to allocate comparison pairs based on prior knowledge?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P21,70,76,76,How can we relate Bradley-Terry scores to external data using a joint modelling approach?,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
P21,11,88,88,What is the most principled way to link or equate scales across separate comparative judgement exercises?,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
P21,67,43,67,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?","To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
P21,24,82,24,How can the near-unlimited capacity/throughput of AI be harnessed? What might LLM training/fine-tuning be able to offer? Will results be well-adapted to CJ or to specific subject material? How can this be done in a framework which allows understanding of how various flavours of AI compare to each other and to human/expert judgement?,What is the optimal way to do pair selection for CJ?
P21,83,34,34,How does the effectiveness of using CJ for assessment and learning vary by age?,Does CJ tend to inflate measures of consensus compared to absolute scale methods?
P21,43,98,98,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
P21,45,103,45,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?",The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
P21,45,1,45,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?",How can we identify and distinguish between reliable and unreliable judges?
P21,109,111,111,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P21,3,10,3,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?,"To what extent can comparative judgement outcomes generated by different panels of judges, who judge the same items against different properties, be validly synthesised into a single overall score?"
P21,93,95,95,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?",What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
P21,42,27,42,What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?"
P21,78,1,78,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?",How can we identify and distinguish between reliable and unreliable judges?
P21,95,105,95,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
P21,39,78,39,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
P21,101,43,101,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?","To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
P21,110,51,51,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P21,97,57,97,What role should cognitive models play in the analysis of comparative judgment data?,Could CJ be used as a professional development tool?
P21,17,25,17,Should judge diversity be accounted for when designing CJ studies?,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
P21,6,72,6,"How should we evaluate goodness-of-fit for comparative judgement models, and what diagnostics are most informative for people using them?",How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
P21,24,28,24,How can the near-unlimited capacity/throughput of AI be harnessed? What might LLM training/fine-tuning be able to offer? Will results be well-adapted to CJ or to specific subject material? How can this be done in a framework which allows understanding of how various flavours of AI compare to each other and to human/expert judgement?,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?
P21,2,102,2,What specifically does it mean to be a bad judge and how should this be managed?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
P22,104,8,8,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?",How can two objects be determined to have significantly different parameter estimates?
P22,84,101,101,How can CJ generate meaningful actionable individual feedback for students?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P22,55,81,55,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?",To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?
P22,60,71,71,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?",How can we assess the quality of a fitted model in a principled Bayesian framework?
P22,21,96,96,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?","In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
P22,21,71,71,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?",How can we assess the quality of a fitted model in a principled Bayesian framework?
P22,68,1,1,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?,How can we identify and distinguish between reliable and unreliable judges?
P22,10,70,70,"To what extent can comparative judgement outcomes generated by different panels of judges, who judge the same items against different properties, be validly synthesised into a single overall score?",How can we relate Bradley-Terry scores to external data using a joint modelling approach?
P22,9,72,9,How can relative ability scores from comparative judgement be linked to absolute measures or external standards?,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
P22,38,50,50,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?",How to model socially desirable responding and faking in CJs statistically?
P22,74,42,42,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?",What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
P22,66,43,66,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?","To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
P22,99,35,99,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?,"Do judges learn anything while making CJ? If so, what and how?"
P22,83,86,86,How does the effectiveness of using CJ for assessment and learning vary by age?,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P22,112,26,26,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?","Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P22,71,56,71,How can we assess the quality of a fitted model in a principled Bayesian framework?,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
P22,58,21,21,What cognitive strategies do judges use when making pairwise comparisons?,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P22,17,101,101,Should judge diversity be accounted for when designing CJ studies?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P22,52,101,101,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P22,101,108,108,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?","How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
P22,37,4,4,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?
P22,105,2,2,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?,What specifically does it mean to be a bad judge and how should this be managed?
P22,80,6,6,What are the most effective ways to maximise the educational value of the judging process within CJ?,"How should we evaluate goodness-of-fit for comparative judgement models, and what diagnostics are most informative for people using them?"
P22,108,86,108,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P22,72,68,72,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
P22,56,93,56,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?","Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P22,85,59,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",What impact does the length of stimuli have on judgements?
P22,84,86,86,How can CJ generate meaningful actionable individual feedback for students?,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P22,12,107,12,Topping up: Is there a principled way to integrate existing judgement data into further research (e.g. adding new items and a small number of new judgements to an existing dataset)?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
P22,96,70,70,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?",How can we relate Bradley-Terry scores to external data using a joint modelling approach?
P22,13,29,13,"Does judge expertise significantly affect consistency, scale location, and feature sensitivity?",What systematic biases related to cultural norms can be detected CJ outcomes?
P22,49,97,49,What are best algorithms for scoring CJs in operational settings?,What role should cognitive models play in the analysis of comparative judgment data?
P22,53,47,47,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?","How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
P22,11,100,11,What is the most principled way to link or equate scales across separate comparative judgement exercises?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
P22,30,40,40,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?",What makes a 'good' prompt for CJ sessions?
P22,47,59,47,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?",What impact does the length of stimuli have on judgements?
P22,71,80,71,How can we assess the quality of a fitted model in a principled Bayesian framework?,What are the most effective ways to maximise the educational value of the judging process within CJ?
P22,54,88,54,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?",What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
P22,25,70,70,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?,How can we relate Bradley-Terry scores to external data using a joint modelling approach?
P22,84,20,20,How can CJ generate meaningful actionable individual feedback for students?,How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
P22,36,92,36,Is the first half of a judge's comparisons similar to their second half?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
P22,25,41,25,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
P22,31,17,31,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?,Should judge diversity be accounted for when designing CJ studies?
P22,112,18,112,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?","When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?"
P22,61,3,3,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P22,68,70,70,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?,How can we relate Bradley-Terry scores to external data using a joint modelling approach?
