participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
gpt-5.1,27,75,75,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
gpt-5.1,27,76,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
gpt-5.1,27,77,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?"
gpt-5.1,27,78,78,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
gpt-5.1,27,79,79,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
gpt-5.1,27,80,80,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What are the most effective ways to maximise the educational value of the judging process within CJ?
gpt-5.1,27,81,81,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?
gpt-5.1,27,82,82,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What is the optimal way to do pair selection for CJ?
gpt-5.1,27,83,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How does the effectiveness of using CJ for assessment and learning vary by age?
gpt-5.1,27,84,84,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How can CJ generate meaningful actionable individual feedback for students?
gpt-5.1,27,85,85,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?"
gpt-5.1,27,86,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
gpt-5.1,27,87,87,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?
gpt-5.1,27,88,88,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
gpt-5.1,27,89,89,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,27,90,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,27,91,91,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,27,92,92,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,27,93,93,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,27,94,94,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,27,95,95,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,27,96,96,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,27,97,97,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,27,98,98,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,27,99,99,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,27,100,100,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,27,101,101,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,27,102,102,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,27,103,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,27,104,104,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,27,105,105,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,27,106,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,27,107,107,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,27,108,108,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,27,109,109,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,27,110,110,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,27,111,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,27,112,112,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,27,113,113,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,27,114,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,28,29,29,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What systematic biases related to cultural norms can be detected CJ outcomes?
gpt-5.1,28,30,30,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
gpt-5.1,28,31,31,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
gpt-5.1,28,32,32,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?
gpt-5.1,28,33,33,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?"
gpt-5.1,28,34,34,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Does CJ tend to inflate measures of consensus compared to absolute scale methods?
gpt-5.1,28,35,35,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Do judges learn anything while making CJ? If so, what and how?"
gpt-5.1,28,36,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Is the first half of a judge's comparisons similar to their second half?
gpt-5.1,28,37,37,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?"
gpt-5.1,28,38,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
gpt-5.1,28,39,39,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?
gpt-5.1,28,40,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What makes a 'good' prompt for CJ sessions?
gpt-5.1,28,41,41,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
gpt-5.1,28,42,42,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
gpt-5.1,28,43,43,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
gpt-5.1,28,44,44,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we model changes in CJ scores over time?
gpt-5.1,28,45,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?"
gpt-5.1,28,46,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How do we get comparative judgement to be more accepted in a variety of disciplines?
gpt-5.1,28,47,47,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
gpt-5.1,28,48,48,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
gpt-5.1,28,49,49,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What are best algorithms for scoring CJs in operational settings?
gpt-5.1,28,50,50,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How to model socially desirable responding and faking in CJs statistically?
gpt-5.1,28,51,51,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
gpt-5.1,28,52,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
gpt-5.1,28,53,53,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
gpt-5.1,28,54,54,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?"
gpt-5.1,28,55,55,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
gpt-5.1,28,56,56,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
gpt-5.1,28,57,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Could CJ be used as a professional development tool?
gpt-5.1,28,58,58,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What cognitive strategies do judges use when making pairwise comparisons?
gpt-5.1,28,59,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What impact does the length of stimuli have on judgements?
gpt-5.1,28,60,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?"
gpt-5.1,28,61,61,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
gpt-5.1,28,62,62,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can covariates be incorporated into comparative judgement models?
gpt-5.1,28,63,63,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we identify latent groups or clusters of items through comparative judgement data?
gpt-5.1,28,64,64,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
gpt-5.1,28,65,65,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
gpt-5.1,28,66,66,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
gpt-5.1,28,67,67,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?"
gpt-5.1,28,68,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
gpt-5.1,28,69,69,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
gpt-5.1,28,70,70,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we relate Bradley-Terry scores to external data using a joint modelling approach?
gpt-5.1,28,71,71,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we assess the quality of a fitted model in a principled Bayesian framework?
gpt-5.1,28,72,72,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
gpt-5.1,28,73,73,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?"
gpt-5.1,28,74,74,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
gpt-5.1,28,75,75,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
gpt-5.1,28,76,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
gpt-5.1,28,77,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?"
gpt-5.1,28,78,78,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
gpt-5.1,28,79,79,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
gpt-5.1,28,80,80,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What are the most effective ways to maximise the educational value of the judging process within CJ?
gpt-5.1,28,81,81,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?
gpt-5.1,28,82,82,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What is the optimal way to do pair selection for CJ?
gpt-5.1,28,83,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How does the effectiveness of using CJ for assessment and learning vary by age?
gpt-5.1,28,84,84,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can CJ generate meaningful actionable individual feedback for students?
gpt-5.1,28,85,85,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?"
gpt-5.1,28,86,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
gpt-5.1,28,87,87,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?
gpt-5.1,28,88,88,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
gpt-5.1,28,89,89,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,28,90,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,28,91,91,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,28,92,92,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,28,93,93,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,28,94,94,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,28,95,95,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,28,96,96,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,28,97,97,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,28,98,98,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,28,99,99,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,28,100,100,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,28,101,101,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,28,102,102,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,28,103,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,28,104,104,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,28,105,105,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,28,106,106,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,28,107,107,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,28,108,108,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,28,109,109,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,28,110,110,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,28,111,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,28,112,112,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,28,113,113,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,28,114,28,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,29,30,30,What systematic biases related to cultural norms can be detected CJ outcomes?,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
gpt-5.1,29,31,31,What systematic biases related to cultural norms can be detected CJ outcomes?,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
gpt-5.1,29,32,32,What systematic biases related to cultural norms can be detected CJ outcomes?,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?
gpt-5.1,29,33,33,What systematic biases related to cultural norms can be detected CJ outcomes?,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?"
gpt-5.1,29,34,29,What systematic biases related to cultural norms can be detected CJ outcomes?,Does CJ tend to inflate measures of consensus compared to absolute scale methods?
gpt-5.1,29,35,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"Do judges learn anything while making CJ? If so, what and how?"
gpt-5.1,29,36,29,What systematic biases related to cultural norms can be detected CJ outcomes?,Is the first half of a judge's comparisons similar to their second half?
gpt-5.1,29,37,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?"
gpt-5.1,29,38,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
gpt-5.1,29,39,29,What systematic biases related to cultural norms can be detected CJ outcomes?,How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?
gpt-5.1,29,40,29,What systematic biases related to cultural norms can be detected CJ outcomes?,What makes a 'good' prompt for CJ sessions?
gpt-5.1,29,41,29,What systematic biases related to cultural norms can be detected CJ outcomes?,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
